Product_ID;Outlet_Location_Type;Outlet_Type;Product_Weight;Product_Fat_Content;Product_Visibility;Product_Type;Product_MRP;Product_Outlet_Sales;Outlet_Establishment;Outlet_Size;Outlet_ID
FDJ14;Tier 3;Supermarket Type1;10.3;Regular;0.050028809;Canned;80.096;239.688;1987;High;OUT013
NCC18;Tier 1;Supermarket Type1;19.1;Low Fat;0.177545624;Household;172.4422;3621.2862;1999;Medium;OUT049
NCA06;Tier 1;Supermarket Type1;20.5;Low Fat;0.143283608;Household;37.919;183.095;1997;Small;OUT046
NCZ42;Tier 1;Supermarket Type1;10.5;Low Fat;0.011305479;Household;235.5248;4740.496;1999;Medium;OUT049
FDV39;Tier 3;Supermarket Type1;11.3;Low Fat;0.007273831;Meat;196.6426;5141.3076;1987;High;OUT013
FDR02;Tier 3;Supermarket Type1;16.7;Low Fat;0.022047313;Dairy;110.2886;1890.2062;1987;High;OUT013
FDV28;Tier 2;Supermarket Type1;16.1;Regular;0.159698192;Frozen Foods;32.0558;1018.674;2004;Small;OUT035
NCO29;Tier 3;Supermarket Type2;11.15;Low Fat;0.032387589;Health and Hygiene;164.3526;2960.1468;2009;Medium;OUT018
FDZ26;Tier 1;Supermarket Type1;11.6;Regular;0.144017405;Dairy;238.3222;5736.5328;1997;Small;OUT046
FDB03;Tier 3;Supermarket Type2;17.75;Regular;0.157470693;Dairy;239.1538;4326.3684;2009;Medium;OUT018
DRJ11;Tier 3;Supermarket Type1;9.5;Low Fat;0.085020342;Hard Drinks;188.7872;1701.7848;1987;High;OUT013
NCQ29;Tier 1;Supermarket Type1;12;Low Fat;0.104230135;Health and Hygiene;259.5278;2603.278;1997;Small;OUT046
FDA32;Tier 1;Supermarket Type1;14;Low Fat;0.030094192;Fruits and Vegetables;215.7192;1078.596;1997;Small;OUT046
FDT20;Tier 1;Supermarket Type1;10.5;Low Fat;0.041395445;Fruits and Vegetables;37.6164;540.6296;1997;Small;OUT046
FDE58;Tier 3;Supermarket Type1;18.5;Low Fat;0.052025392;Snack Foods;118.4124;2370.248;1987;High;OUT013
FDH08;Tier 1;Supermarket Type1;7.51;Low Fat;0.01742908;Fruits and Vegetables;229.601;6201.927;1997;Small;OUT046
FDR08;Tier 1;Supermarket Type1;18.7;Low Fat;0.037622954;Fruits and Vegetables;110.7886;1334.2632;1997;Small;OUT046
NCX30;Tier 3;Supermarket Type2;16.7;Low Fat;0.026729068;Household;248.4776;6439.6176;2009;Medium;OUT018
DRF27;Tier 3;Supermarket Type1;8.93;Low Fat;0.028393624;Dairy;153.434;1378.206;1987;High;OUT013
NCZ30;Tier 1;Supermarket Type1;6.59;Low Fat;0.026225693;Household;119.0098;2530.7058;1999;Medium;OUT049
FDB20;Tier 2;Supermarket Type1;7.72;Low Fat;0.051970838;Fruits and Vegetables;79.7986;2336.958;2004;Small;OUT035
NCD54;Tier 3;Supermarket Type1;21.1;Low Fat;0.028984804;Household;146.1786;3034.0506;1987;High;OUT013
FDH45;Tier 3;Supermarket Type2;15.1;Regular;0.106097275;Fruits and Vegetables;43.2796;123.8388;2009;Medium;OUT018
FDS07;Tier 3;Supermarket Type2;12.35;Low Fat;0.100164204;Fruits and Vegetables;113.6518;1593.9252;2009;Medium;OUT018
NCL41;Tier 2;Supermarket Type1;12.35;Low Fat;0.041729735;Health and Hygiene;36.3216;276.9728;2004;Small;OUT035
FDE11;Tier 3;Supermarket Type1;17.7;Regular;0.13498355;Starchy Foods;184.4924;3146.5708;1987;High;OUT013
FDH50;Tier 1;Supermarket Type1;15;Regular;0.16143544;Canned;185.1266;2766.399;1997;Small;OUT046
FDT26;Tier 1;Supermarket Type1;18.85;Regular;0.068059156;Dairy;120.344;1797.66;1999;Medium;OUT049
DRI25;Tier 1;Supermarket Type1;19.6;Low Fat;0.03395415;Soft Drinks;56.4614;773.6596;1999;Medium;OUT049
NCZ29;Tier 1;Supermarket Type1;15;Low Fat;0.071371458;Health and Hygiene;125.2362;1384.1982;1997;Small;OUT046
NCS54;Tier 3;Supermarket Type2;13.6;Low Fat;0.010033871;Household;177.937;2293.681;2009;Medium;OUT018
FDL24;Tier 3;Supermarket Type1;10.3;Regular;0.024875871;Baking Goods;173.0422;2069.3064;1987;High;OUT013
DRH51;Tier 3;Supermarket Type1;17.6;Low Fat;0.097135675;Dairy;89.3856;1318.284;1987;High;OUT013
FDD17;Tier 3;Supermarket Type1;7.5;Low Fat;0.032599801;Frozen Foods;238.1906;3327.6684;1987;High;OUT013
FDI14;Tier 1;Supermarket Type1;14.1;Low Fat;0.089677773;Canned;139.8496;1693.7952;1997;Small;OUT046
FDR55;Tier 3;Supermarket Type2;12.15;Regular;0.132621594;Fruits and Vegetables;190.1872;3781.744;2009;Medium;OUT018
NCM53;Tier 1;Supermarket Type1;18.75;Low Fat;0.052121825;Health and Hygiene;104.828;2343.616;1999;Medium;OUT049
FDU39;Tier 1;Supermarket Type1;18.85;Low Fat;0.036037952;Meat;58.4562;711.0744;1997;Small;OUT046
DRI03;Tier 1;Supermarket Type1;6.03;Low Fat;0.022703693;Dairy;177.9028;4781.7756;1997;Small;OUT046
FDH19;Tier 3;Supermarket Type2;19.35;Low Fat;0.03322326;Meat;172.0738;3301.7022;2009;Medium;OUT018
FDR31;Tier 3;Supermarket Type1;6.46;Regular;0.049121972;Fruits and Vegetables;144.6102;2916.204;1987;High;OUT013
FDZ45;Tier 3;Supermarket Type2;14.1;Low Fat;0.067148407;Snack Foods;200.4084;3968.168;2009;Medium;OUT018
FDY57;Tier 1;Supermarket Type1;20.2;Regular;0.121442754;Snack Foods;94.9752;1342.2528;1999;Medium;OUT049
FDM58;Tier 3;Supermarket Type2;16.85;Regular;0.080015028;Snack Foods;111.8544;1677.816;2009;Medium;OUT018
NCE30;Tier 2;Supermarket Type1;16;Low Fat;0.09911729;Household;210.7902;4460.1942;2004;Small;OUT035
FDI19;Tier 1;Supermarket Type1;15.1;Low Fat;0.052339069;Meat;242.7512;4119.9704;1997;Small;OUT046
FDK44;Tier 2;Supermarket Type1;16.6;Low Fat;0.122204371;Fruits and Vegetables;173.5738;1911.5118;2004;Small;OUT035
DRM23;Tier 1;Supermarket Type1;16.6;Low Fat;0.135944247;Hard Drinks;172.0422;2586.633;1999;Medium;OUT049
FDH28;Tier 1;Supermarket Type1;15.85;Regular;0.110202066;Frozen Foods;39.7506;721.0614;1999;Medium;OUT049
FDI32;Tier 2;Supermarket Type1;17.7;Low Fat;0.174340475;Fruits and Vegetables;116.6834;3570.6854;2004;Small;OUT035
DRB13;Tier 3;Supermarket Type1;6.115;Regular;0.007038478;Soft Drinks;189.253;3605.307;1987;High;OUT013
FDB50;Tier 1;Supermarket Type1;13;Low Fat;0.153857402;Canned;76.3986;778.986;1999;Medium;OUT049
DRI13;Tier 3;Supermarket Type2;15.35;Low Fat;0.020409765;Soft Drinks;218.3508;2387.5588;2009;Medium;OUT018
FDJ45;Tier 2;Supermarket Type1;17.75;Low Fat;0.073396761;Seafood;35.1216;830.9184;2004;Small;OUT035
NCO29;Tier 1;Supermarket Type1;11.15;Low Fat;0.032306341;Health and Hygiene;166.3526;986.7156;1999;Medium;OUT049
NCK42;Tier 1;Supermarket Type1;7.475;Low Fat;0.013120028;Household;217.6192;1725.7536;1997;Small;OUT046
FDY40;Tier 1;Supermarket Type1;15.5;Regular;0.085834992;Frozen Foods;49.6692;788.3072;1997;Small;OUT046
NCO14;Tier 2;Supermarket Type1;9.6;Low Fat;0.029638267;Household;42.6086;133.8258;2004;Small;OUT035
FDW59;Tier 1;Supermarket Type1;13.15;Low Fat;0.020715913;Breads;83.5566;1268.349;1997;Small;OUT046
FDH28;Tier 2;Supermarket Type1;15.85;Regular;0.110010191;Frozen Foods;38.8506;341.5554;2004;Small;OUT035
FDD28;Tier 1;Supermarket Type1;10.695;Low Fat;0.05337973;Frozen Foods;56.7904;1113.2176;1999;Medium;OUT049
FDD58;Tier 3;Supermarket Type1;7.76;Low Fat;0.05930285;Snack Foods;98.77;1697.79;1987;High;OUT013
FDF21;Tier 3;Supermarket Type1;10.3;Regular;0.058778429;Fruits and Vegetables;187.853;2656.542;1987;High;OUT013
FDH33;Tier 2;Supermarket Type1;12.85;Low Fat;0.121702394;Snack Foods;42.7428;703.0848;2004;Small;OUT035
FDW51;Tier 1;Supermarket Type1;6.155;Regular;0.094807042;Meat;213.356;3835.008;1999;Medium;OUT049
FDG47;Tier 3;Supermarket Type2;12.8;Low Fat;0.069902438;Starchy Foods;261.3252;3410.2276;2009;Medium;OUT018
FDJ53;Tier 2;Supermarket Type1;10.5;Low Fat;0.071244438;Frozen Foods;119.2098;1325.6078;2004;Small;OUT035
DRD37;Tier 1;Supermarket Type1;9.8;Low Fat;0.013841737;Soft Drinks;45.206;1211.756;1997;Small;OUT046
FDK15;Tier 1;Supermarket Type1;10.8;Low Fat;0.098566832;Meat;98.3042;1488.063;1999;Medium;OUT049
FDP24;Tier 1;Supermarket Type1;20.6;Low Fat;0.083133128;Baking Goods;120.1756;1332.9316;1999;Medium;OUT049
DRK47;Tier 3;Supermarket Type1;7.905;Low Fat;0.064011067;Hard Drinks;230.2694;4567.388;1987;High;OUT013
FDS01;Tier 3;Supermarket Type2;11.6;Low Fat;0.017817285;Canned;177.0686;1422.1488;2009;Medium;OUT018
FDU47;Tier 3;Supermarket Type2;12.8;Regular;0.114318263;Breads;142.2838;421.4514;2009;Medium;OUT018
FDN16;Tier 3;Supermarket Type1;12.6;Regular;0.062648111;Frozen Foods;104.899;1960.781;1987;High;OUT013
FDX39;Tier 1;Supermarket Type1;14.3;Regular;0.04975339;Meat;210.3586;6331.758;1999;Medium;OUT049
FDC41;Tier 3;Supermarket Type1;15.6;Low Fat;0.116815953;Frozen Foods;75.567;1684.474;1987;High;OUT013
FDU27;Tier 3;Supermarket Type1;18.6;Regular;0.17133418;Meat;48.8376;287.6256;1987;High;OUT013
FDY15;Tier 1;Supermarket Type1;18.25;Regular;0.171093639;Dairy;155.663;2034.019;1999;Medium;OUT049
NCT17;Tier 1;Supermarket Type1;10.8;Low Fat;0.041865848;Health and Hygiene;189.7214;5841.0634;1997;Small;OUT046
FDT50;Tier 3;Supermarket Type1;6.75;Regular;0.108148913;Dairy;95.6752;958.752;1987;High;OUT013
NCV53;Tier 3;Supermarket Type1;8.27;Low Fat;0.018797945;Health and Hygiene;241.288;5512.824;1987;High;OUT013
FDR23;Tier 3;Supermarket Type1;15.85;Low Fat;0.081719458;Breads;178.037;2646.555;1987;High;OUT013
DRL11;Tier 1;Supermarket Type1;10.5;Low Fat;0.048092816;Hard Drinks;159.2946;1893.5352;1999;Medium;OUT049
NCP50;Tier 1;Supermarket Type1;17.35;Low Fat;0.020559846;Others;78.7618;1288.9888;1997;Small;OUT046
FDP11;Tier 1;Supermarket Type1;15.85;Low Fat;0.069100548;Breads;216.6166;4136.6154;1997;Small;OUT046
NCS53;Tier 2;Supermarket Type1;14.5;Low Fat;0.089761211;Health and Hygiene;159.4604;2376.906;2004;Small;OUT035
FDR31;Tier 1;Supermarket Type1;6.46;Regular;0.04923932;Fruits and Vegetables;144.4102;4374.306;1999;Medium;OUT049
FDS59;Tier 3;Supermarket Type2;14.8;Regular;0.04407225;Breads;109.057;1428.141;2009;Medium;OUT018
NCS42;Tier 1;Supermarket Type1;8.6;Low Fat;0.069416467;Household;92.5146;2006.7212;1997;Small;OUT046
NCK30;Tier 3;Supermarket Type2;14.85;Low Fat;0.061226969;Household;253.0698;2283.0282;2009;Medium;OUT018
FDT40;Tier 3;Supermarket Type1;5.985;Low Fat;0.095715608;Frozen Foods;125.8678;3560.6984;1987;High;OUT013
FDF14;Tier 2;Supermarket Type1;7.55;Low Fat;0.027164679;Canned;152.334;2603.278;2004;Small;OUT035
FDS19;Tier 2;Supermarket Type1;13.8;Regular;0.064195136;Fruits and Vegetables;75.8012;1138.518;2004;Small;OUT035
FDY14;Tier 2;Supermarket Type1;10.3;Low Fat;0.070026951;Dairy;263.6226;6608.065;2004;Small;OUT035
FDI58;Tier 1;Supermarket Type1;7.64;Regular;0.070704474;Snack Foods;93.412;1491.392;1997;Small;OUT046
NCY29;Tier 1;Supermarket Type1;13.65;Low Fat;0.077234113;Health and Hygiene;56.893;1188.453;1997;Small;OUT046
FDH56;Tier 3;Supermarket Type2;9.8;Regular;0.06407717;Fruits and Vegetables;116.7492;1621.8888;2009;Medium;OUT018
NCJ17;Tier 3;Supermarket Type1;7.68;Low Fat;0.152429537;Health and Hygiene;85.5224;1278.336;1987;High;OUT013
FDZ58;Tier 1;Supermarket Type1;17.85;Low Fat;0.052257982;Snack Foods;121.8072;2450.144;1999;Medium;OUT049
FDM38;Tier 1;Supermarket Type1;5.885;Regular;0.092771309;Canned;54.1982;999.3658;1997;Small;OUT046
FDU50;Tier 3;Supermarket Type1;5.75;Regular;0.075107656;Dairy;112.8176;1374.2112;1987;High;OUT013
FDW47;Tier 1;Supermarket Type1;15;Low Fat;0.046447328;Breads;121.5414;2436.828;1999;Medium;OUT049
FDO50;Tier 1;Supermarket Type1;16.25;Low Fat;0.078168739;Canned;91.3804;1653.8472;1997;Small;OUT046
FDN24;Tier 1;Supermarket Type1;14.1;Low Fat;0.11326743;Baking Goods;54.5956;1037.3164;1997;Small;OUT046
DRD24;Tier 3;Supermarket Type2;13.85;Low Fat;0.030920531;Soft Drinks;141.0154;1701.7848;2009;Medium;OUT018
FDJ04;Tier 2;Supermarket Type1;18;Low Fat;0.124428516;Frozen Foods;119.9124;948.0992;2004;Small;OUT035
DRG25;Tier 3;Supermarket Type1;10.5;Low Fat;0.019033838;Soft Drinks;185.624;6897.688;1987;High;OUT013
FDM08;Tier 1;Supermarket Type1;10.1;Regular;0.053584207;Fruits and Vegetables;224.4088;4697.8848;1997;Small;OUT046
DRL60;Tier 1;Supermarket Type1;8.52;Low Fat;0.027101431;Soft Drinks;151.7682;2439.4912;1999;Medium;OUT049
FDP16;Tier 1;Supermarket Type1;18.6;Low Fat;0.039355947;Frozen Foods;246.3802;7370.406;1999;Medium;OUT049
DRK49;Tier 2;Supermarket Type1;14.15;Low Fat;0.03593692;Soft Drinks;41.0138;771.6622;2004;Small;OUT035
NCN18;Tier 3;Supermarket Type1;8.895;Low Fat;0.124610886;Household;113.1544;4250.4672;1987;High;OUT013
NCH18;Tier 3;Supermarket Type2;9.3;Low Fat;0.044843161;Household;246.1802;2702.4822;2009;Medium;OUT018
NCO02;Tier 3;Supermarket Type2;11.15;Low Fat;0.07366703;Others;66.2142;131.8284;2009;Medium;OUT018
NCS54;Tier 2;Supermarket Type1;13.6;Low Fat;0.009991273;Household;175.537;3705.177;2004;Small;OUT035
FDA10;Tier 2;Supermarket Type1;20.35;Low Fat;0.141789197;Snack Foods;121.9072;1347.5792;2004;Small;OUT035
FDK10;Tier 3;Supermarket Type1;5.785;Regular;0.040325274;Snack Foods;180.466;719.064;1987;High;OUT013
DRN35;Tier 1;Supermarket Type1;8.01;Low Fat;0.070247589;Hard Drinks;37.5532;1366.2216;1997;Small;OUT046
FDW11;Tier 3;Supermarket Type1;12.6;Low Fat;0.048741487;Breads;60.4194;990.7104;1987;High;OUT013
FDU28;Tier 3;Supermarket Type2;19.2;Regular;0.094300933;Frozen Foods;187.5214;1695.7926;2009;Medium;OUT018
FDY33;Tier 1;Supermarket Type1;14.5;Regular;0.097201128;Snack Foods;159.4262;2705.1454;1997;Small;OUT046
FDT36;Tier 3;Supermarket Type2;12.3;Low Fat;0.111727876;Baking Goods;33.9874;564.5984;2009;Medium;OUT018
FDH24;Tier 3;Supermarket Type2;20.7;Low Fat;0.021518435;Baking Goods;157.5288;1571.288;2009;Medium;OUT018
NCP41;Tier 3;Supermarket Type2;16.6;Low Fat;0.016276741;Health and Hygiene;109.8596;1617.894;2009;Medium;OUT018
NCU53;Tier 3;Supermarket Type1;5.485;Low Fat;0.042716235;Health and Hygiene;164.8842;2155.1946;1987;High;OUT013
FDT43;Tier 2;Supermarket Type1;16.35;Low Fat;0.020544065;Fruits and Vegetables;49.9324;259.662;2004;Small;OUT035
NCE18;Tier 3;Supermarket Type2;10;Low Fat;0.021512619;Household;247.775;3745.125;2009;Medium;OUT018
FDD21;Tier 1;Supermarket Type1;10.3;Regular;0.030569229;Fruits and Vegetables;113.1176;4695.2216;1997;Small;OUT046
NCF42;Tier 3;Supermarket Type1;17.35;Low Fat;0.167243769;Household;176.2712;2988.1104;1987;High;OUT013
FDB29;Tier 2;Supermarket Type1;16.7;Regular;0.052401766;Frozen Foods;115.1176;1488.7288;2004;Small;OUT035
FDN16;Tier 1;Supermarket Type1;12.6;Regular;0.062700289;Frozen Foods;102.199;1960.781;1997;Small;OUT046
FDQ46;Tier 3;Supermarket Type2;7.51;Low Fat;0.10423592;Snack Foods;111.7544;2460.7968;2009;Medium;OUT018
NCN26;Tier 1;Supermarket Type1;10.85;Low Fat;0.028679894;Household;115.1808;2109.2544;1997;Small;OUT046
FDY01;Tier 2;Supermarket Type1;11.8;Regular;0.170251293;Canned;116.4834;1958.1178;2004;Small;OUT035
FDW50;Tier 3;Supermarket Type2;13.1;Low Fat;0.075885921;Dairy;165.1158;1504.0422;2009;Medium;OUT018
FDF56;Tier 1;Supermarket Type1;16.7;Regular;0.119647957;Fruits and Vegetables;180.9976;4165.2448;1999;Medium;OUT049
FDC21;Tier 3;Supermarket Type2;14.6;Regular;0.043133816;Fruits and Vegetables;109.7254;651.1524;2009;Medium;OUT018
FDG08;Tier 3;Supermarket Type1;13.15;Regular;0.165221717;Fruits and Vegetables;172.0764;4466.1864;1987;High;OUT013
FDO58;Tier 1;Supermarket Type1;19.6;Low Fat;0.039638705;Snack Foods;166.0526;3124.5994;1999;Medium;OUT049
FDJ08;Tier 1;Supermarket Type1;11.1;Low Fat;0.11084417;Fruits and Vegetables;189.2846;5159.2842;1999;Medium;OUT049
NCK19;Tier 1;Supermarket Type1;9.8;Low Fat;0.09046564;Others;193.6478;3099.9648;1997;Small;OUT046
FDS43;Tier 2;Supermarket Type1;11.65;Low Fat;0.040507228;Fruits and Vegetables;186.924;2237.088;2004;Small;OUT035
FDE39;Tier 2;Supermarket Type1;7.89;Low Fat;0.036127671;Dairy;117.4782;2026.0294;2004;Small;OUT035
FDM04;Tier 2;Supermarket Type1;9.195;Regular;0.0471117;Frozen Foods;52.0666;615.1992;2004;Small;OUT035
DRN37;Tier 3;Supermarket Type1;9.6;Low Fat;0.096217262;Soft Drinks;168.5158;3342.316;1987;High;OUT013
FDR36;Tier 3;Supermarket Type1;6.715;Regular;0.121485195;Baking Goods;40.2454;587.2356;1987;High;OUT013
DRE03;Tier 1;Supermarket Type1;19.6;Low Fat;0.024264569;Dairy;46.5718;1607.2412;1999;Medium;OUT049
FDR12;Tier 3;Supermarket Type2;12.6;Regular;0.031663212;Baking Goods;173.2764;1030.6584;2009;Medium;OUT018
DRM48;Tier 1;Supermarket Type1;15.2;Low Fat;0.112896669;Soft Drinks;36.0848;1193.1136;1997;Small;OUT046
FDX31;Tier 1;Supermarket Type1;20.35;Regular;0.014825605;Fruits and Vegetables;233.2958;4206.5244;1997;Small;OUT046
FDZ23;Tier 2;Supermarket Type1;17.75;Regular;0.067490036;Baking Goods;185.224;6338.416;2004;Small;OUT035
FDP12;Tier 1;Supermarket Type1;9.8;Regular;0.045266806;Baking Goods;36.9874;705.748;1997;Small;OUT046
FDC58;Tier 3;Supermarket Type2;10.195;Low Fat;0.042113173;Snack Foods;42.5428;878.856;2009;Medium;OUT018
FDC09;Tier 3;Supermarket Type2;15.5;Regular;0.026409147;Fruits and Vegetables;102.1332;615.1992;2009;Medium;OUT018
DRA59;Tier 3;Supermarket Type2;8.27;Regular;0.128449055;Soft Drinks;186.5924;4442.2176;2009;Medium;OUT018
FDP58;Tier 3;Supermarket Type2;11.1;Low Fat;0.135692831;Snack Foods;220.0482;2628.5784;2009;Medium;OUT018
DRI51;Tier 2;Supermarket Type1;17.25;Low Fat;0.042233642;Dairy;173.3764;2061.3168;2004;Small;OUT035
NCX29;Tier 3;Supermarket Type1;10;Low Fat;0.089078338;Health and Hygiene;147.1102;2916.204;1987;High;OUT013
NCR06;Tier 3;Supermarket Type1;12.5;Low Fat;0.006759519;Household;42.8112;639.168;1987;High;OUT013
FDD23;Tier 2;Supermarket Type1;9.5;Regular;0.048676324;Starchy Foods;187.7898;2057.9878;2004;Small;OUT035
FDV46;Tier 1;Supermarket Type1;18.2;Low Fat;0.012627478;Snack Foods;140.818;3495.45;1999;Medium;OUT049
FDA40;Tier 2;Supermarket Type1;16;Regular;0.099252438;Frozen Foods;87.4856;1054.6272;2004;Small;OUT035
NCV53;Tier 3;Supermarket Type2;8.27;Low Fat;0.01889024;Health and Hygiene;238.188;3835.008;2009;Medium;OUT018
FDM24;Tier 1;Supermarket Type1;6.135;Regular;0.079327367;Baking Goods;152.8366;2871.5954;1997;Small;OUT046
FDG56;Tier 3;Supermarket Type2;13.3;Regular;0.071743629;Fruits and Vegetables;59.7536;918.804;2009;Medium;OUT018
FDD50;Tier 2;Supermarket Type1;18.85;Low Fat;0.141615436;Canned;169.0132;1860.2452;2004;Small;OUT035
